date,scenario,industry_pct,defense_pct,cash_pct,num_industry,num_defense,num_positions,top1_weight,top2_weight,top3_weight,top4_weight,top5_weight,weight_order_top4,score_rank_1_weight,score_rank_2_weight,score_rank_3_weight,score_rank_4_weight,score_rank_1_4_weight,full_position,cash_gt_10pct,cash_gt_20pct
2019-08-27,A,0.9999296440799934,0.0,7.03559200065923e-05,5,0,5,0.2049679664440264,0.2003510509209251,0.19982927163447178,0.19889977149810603,0.1958815835824641,0.8040480604975293,0.2049679664440264,0.2003510509209251,0.1958815835824641,0.0,0.6012006009474156,True,False,False
2019-08-28,A,0.9999295812548173,0.0,7.041874518274822e-05,5,0,5,0.2034212227848935,0.2024190571027891,0.19958201361862477,0.19932917864877456,0.19517810909973546,0.8047514721550819,0.2034212227848935,0.19517810909973546,0.2024190571027891,0.19932917864877456,0.8003475676361926,True,False,False
2019-08-29,A,0.9999299046854841,0.0,7.009531451586019e-05,5,0,5,0.20225733970219148,0.20188939897691494,0.19916765527240368,0.19901129870267928,0.19760421203129483,0.8023256926541894,0.20188939897691494,0.20225733970219148,0.19916765527240368,0.19760421203129483,0.800918605982805,True,False,False
2019-08-30,A,0.9999304498039265,0.0,6.95501960733316e-05,5,0,5,0.2025686345209478,0.20205117110669055,0.20160602869503788,0.19746362422623692,0.1962409912550134,0.8036894585489132,0.20205117110669055,0.1962409912550134,0.0,0.2025686345209478,0.6008607968826518,True,False,False
2019-09-02,A,0.9999320644642884,0.0,6.793553571163414e-05,5,0,5,0.20666233366272047,0.19947418154199853,0.19931183679013534,0.19928748635233812,0.19519622611709592,0.8047358383471924,0.20666233366272047,0.19947418154199853,0.19931183679013534,0.19928748635233812,0.8047358383471924,True,False,False
2019-09-03,A,0.9999323215105334,0.0,6.767848946651e-05,5,0,5,0.20636538480439048,0.20379179397967515,0.1980828193700031,0.1969461442007549,0.19474617915570966,0.8051861423548237,0.20636538480439048,0.20379179397967515,0.0,0.1969461442007549,0.6071033229848205,True,False,False
2019-09-04,A,0.9999325245255547,0.0,6.74754744452846e-05,5,0,5,0.20772552819139797,0.20429573042646587,0.19646317870818938,0.19575571134520192,0.19569237585429955,0.8042401486712552,0.20772552819139797,0.20429573042646587,0.0,0.19569237585429955,0.6077136344721634,True,False,False
2019-09-05,A,0.999932869278829,0.0,6.713072117119049e-05,5,0,5,0.2069991436579409,0.20421405899539796,0.197462631048356,0.19590491119758074,0.1953521243795533,0.8045807448992757,0.2069991436579409,0.20421405899539796,0.0,0.0,0.4112132026533388,True,False,False
2019-09-06,A,0.9999327995709661,0.0,6.720042903392634e-05,5,0,5,0.20587289796003586,0.20587082032240256,0.19753583681124823,0.19537587512801186,0.19527736934926762,0.8046554302216985,0.20587082032240256,0.0,0.0,0.20587289796003586,0.4117437182824384,True,False,False
2019-09-09,A,0.9999339999688289,0.0,6.600003117102e-05,5,0,5,0.2147091226765215,0.20408522797634518,0.19498081939958173,0.19487192048581903,0.19128690943056145,0.8086470905382674,0.0,0.2147091226765215,0.19487192048581903,0.20408522797634518,0.6136662711386858,True,False,False
2019-09-10,A,0.999933662119752,0.0,6.633788024791701e-05,5,0,5,0.21084328951479947,0.2022775965063943,0.19869397276859838,0.1959789111986004,0.19213989213135943,0.8077937699883926,0.21084328951479947,0.0,0.0,0.2022775965063943,0.4131208860211938,True,False,False
2019-09-11,A,0.999932629486762,0.0,6.737051323800928e-05,5,0,5,0.2119403795601505,0.2034951509900631,0.19788077093484044,0.19693253626527157,0.1896837917364364,0.8102488377503256,0.2119403795601505,0.0,0.2034951509900631,0.0,0.4154355305502136,True,False,False
2019-09-12,A,0.9999710999431588,0.0,2.8900056841287348e-05,5,0,5,0.21189719859657083,0.20337133603302365,0.19734510147988726,0.19666413801851676,0.19069332581516027,0.8092777741279985,0.19069332581516027,0.21189719859657083,0.0,0.19666413801851676,0.5992546624302478,True,False,False
2019-09-16,A,0.9999711622872394,0.0,2.8837712760610755e-05,5,0,5,0.2157824589874647,0.20173325185805638,0.19806094426956292,0.1970073067218865,0.18738720045026883,0.8125839618369705,0.2157824589874647,0.0,0.18738720045026883,0.20173325185805638,0.6049029112957899,True,False,False
2019-09-17,A,0.9999703503718571,0.0,2.9649628142895313e-05,5,0,5,0.21310019393104845,0.20124731342809735,0.199961465706674,0.19835562006385665,0.18730575724218063,0.8126645931296764,0.21310019393104845,0.0,0.18730575724218063,0.20124731342809735,0.6016532646013264,True,False,False
